% # iter+eval+sigma+axisratio+stddevratio+diag(D) (randomSeed=3, Fri Sep 21 16:35:21 2018)
0	0	1.5811e+00	2.00e+00	2	0.632456	0.632456	1.26491	1.26491
1	128	3.0724e+00	2.00e+00	2.94535	0.632456	0.632456	1.26491	1.26491
2	256	3.3625e+00	3.83e+00	2.4446	0.469494	0.551555	1.10446	1.79612
3	384	3.1935e+00	2.83e+00	1.97999	0.270097	0.358668	0.581917	0.764038
4	512	3.4147e+00	2.62e+00	1.64251	0.189653	0.207661	0.353288	0.497214
5	640	3.3352e+00	2.73e+00	1.81541	0.127174	0.180541	0.288526	0.346665
6	768	4.0760e+00	3.09e+00	1.78329	0.0927488	0.13681	0.173531	0.286389
7	896	4.9453e+00	3.57e+00	1.45949	0.0694544	0.0966032	0.111688	0.247707
8	1024	5.5430e+00	3.39e+00	1.32428	0.0527045	0.0778995	0.0799192	0.178439
9	1152	6.3011e+00	3.43e+00	1.54586	0.0314305	0.054622	0.0738266	0.107959
10	1280	6.4204e+00	3.89e+00	1.48972	0.0207855	0.0404673	0.0546949	0.0808668
11	1408	6.2152e+00	5.27e+00	1.55967	0.0118889	0.0311578	0.0381345	0.0626937
12	1536	6.1981e+00	4.73e+00	1.46028	0.00845539	0.0233392	0.0276919	0.0399533
13	1664	6.8693e+00	4.38e+00	1.74849	0.00647298	0.0161828	0.0229806	0.0283385
14	1792	6.3719e+00	6.23e+00	1.37881	0.0041045	0.0124072	0.0203603	0.0255637
15	1920	6.6851e+00	4.24e+00	2.02938	0.00344217	0.00897384	0.0121361	0.0145966
16	2048	5.9709e+00	4.89e+00	1.46541	0.00239474	0.0059505	0.0080235	0.0117096
17	2176	5.7392e+00	5.11e+00	1.55098	0.00149993	0.0043187	0.00613077	0.00766222
18	2304	5.3632e+00	4.19e+00	1.37241	0.00106966	0.00272891	0.00387794	0.00448322
19	2432	4.9785e+00	3.90e+00	1.47831	0.000746241	0.00180108	0.00271382	0.00291015
20	2560	4.8614e+00	4.52e+00	1.4448	0.000471839	0.00135217	0.00169092	0.0021345
21	2688	4.3964e+00	5.13e+00	1.37343	0.000297805	0.000849947	0.00127798	0.00152732
22	2816	4.4214e+00	3.96e+00	1.78739	0.000218512	0.000500691	0.000745855	0.000864923
23	2944	4.1213e+00	4.78e+00	2.06786	0.000144289	0.000311313	0.000395275	0.000689798
24	3072	3.7901e+00	5.21e+00	2.01966	8.47955e-05	0.000170733	0.000291871	0.000442002
25	3200	3.7026e+00	4.85e+00	2.03732	5.18654e-05	0.000104118	0.000170726	0.000251534
26	3328	3.3747e+00	4.81e+00	2.00084	3.05602e-05	5.65922e-05	0.000103252	0.000146884
27	3456	2.9919e+00	4.96e+00	2.0941	1.67285e-05	3.44014e-05	6.54578e-05	8.29184e-05
28	3584	2.6805e+00	5.02e+00	2.04051	1.02559e-05	2.03079e-05	4.01402e-05	5.1504e-05
29	3712	2.6394e+00	4.95e+00	1.68219	6.28351e-06	1.24832e-05	2.22446e-05	3.11111e-05
30	3840	2.6657e+00	4.64e+00	1.88208	3.79635e-06	8.28092e-06	1.23139e-05	1.76262e-05
31	3968	2.3734e+00	3.79e+00	2.17203	2.62945e-06	4.39642e-06	7.64221e-06	9.9626e-06
32	4096	2.3859e+00	3.99e+00	2.39404	1.647e-06	2.53803e-06	5.06039e-06	6.56422e-06
33	4224	2.5221e+00	5.65e+00	2.67171	8.32082e-07	1.58144e-06	3.11369e-06	4.70269e-06
34	4352	2.5028e+00	6.75e+00	2.64037	4.88426e-07	8.72647e-07	1.63252e-06	3.29731e-06
35	4480	2.6138e+00	5.72e+00	2.28873	2.84876e-07	5.0061e-07	1.17689e-06	1.62972e-06
36	4608	2.4701e+00	4.56e+00	2.80027	1.89924e-07	3.23716e-07	7.3182e-07	8.6679e-07
37	4736	2.6364e+00	4.54e+00	3.18291	1.2801e-07	1.73304e-07	4.37883e-07	5.81181e-07
38	4864	2.3236e+00	5.47e+00	2.51163	7.13006e-08	9.99399e-08	2.35756e-07	3.90359e-07
39	4992	2.2176e+00	5.20e+00	2.07647	4.07247e-08	6.60006e-08	1.39552e-07	2.11841e-07
40	5120	2.1674e+00	4.66e+00	2.50117	2.53168e-08	4.30131e-08	7.52206e-08	1.18055e-07
41	5248	2.0531e+00	5.46e+00	2.79309	1.39954e-08	2.28695e-08	4.53182e-08	7.6371e-08
42	5376	1.8501e+00	5.66e+00	2.61592	8.50442e-09	1.28209e-08	2.9078e-08	4.81378e-08
43	5504	1.8189e+00	5.56e+00	2.47398	5.31106e-09	8.37328e-09	1.58598e-08	2.95559e-08
44	5632	1.6309e+00	5.21e+00	2.69666	2.89626e-09	4.81075e-09	1.05477e-08	1.50908e-08
45	5760	1.4239e+00	5.91e+00	2.36304	1.7504e-09	3.05093e-09	6.85024e-09	1.03419e-08
46	5888	1.2711e+00	5.09e+00	2.74371	1.22311e-09	2.03396e-09	4.30438e-09	6.22798e-09
47	6016	1.2037e+00	6.12e+00	3.09761	7.20808e-10	1.33133e-09	3.15012e-09	4.40831e-09
48	6144	1.1579e+00	5.48e+00	2.97778	6.68688e-10	9.16099e-10	2.47262e-09	3.6655e-09
49	6272	1.1595e+00	5.04e+00	2.56608	5.90002e-10	7.90677e-10	2.01714e-09	2.97187e-09
50	6400	1.2122e+00	5.84e+00	2.85697	5.12079e-10	8.62491e-10	1.8654e-09	2.99306e-09
51	6528	1.1327e+00	7.75e+00	2.83235	3.94858e-10	8.84924e-10	1.87037e-09	3.06146e-09
