% # iter+eval+sigma+axisratio+fbestever+fitness+fmedian+fworst+mindii+idxmaxSD+maxSD+idxminSD+minSD (randomSeed=3, Fri Sep 21 16:35:21 2018)
36	4608	2.4701e+00	4.56e+00	2.960388396226832e+01	2.960388396226832e+01	2.960388396483869e+01	2.960388398195061e+01	1.8992e-07	1	4.8053e-07	4	1.7160e-07
37	4736	2.6364e+00	4.54e+00	2.960388396212574e+01	2.960388396212574e+01	2.960388396301120e+01	2.960388396874327e+01	1.2801e-07	3	3.1627e-07	4	9.9364e-08
38	4864	2.3236e+00	5.47e+00	2.960388396212336e+01	2.960388396212336e+01	2.960388396248403e+01	2.960388396503740e+01	7.1301e-08	3	1.6376e-07	4	6.5201e-08
39	4992	2.2176e+00	5.20e+00	2.960388396210431e+01	2.960388396210431e+01	2.960388396220599e+01	2.960388396263387e+01	4.0725e-08	3	8.8990e-08	4	4.2856e-08
40	5120	2.1674e+00	4.66e+00	2.960388396210307e+01	2.960388396210307e+01	2.960388396213375e+01	2.960388396222123e+01	2.5317e-08	3	5.8800e-08	4	2.3509e-08
41	5248	2.0531e+00	5.46e+00	2.960388396210134e+01	2.960388396210134e+01	2.960388396211197e+01	2.960388396214956e+01	1.3995e-08	3	3.7017e-08	4	1.3253e-08
42	5376	1.8501e+00	5.66e+00	2.960388396210109e+01	2.960388396210109e+01	2.960388396210458e+01	2.960388396211513e+01	8.5044e-09	3	2.2327e-08	4	8.5350e-09
43	5504	1.8189e+00	5.56e+00	2.960388396210100e+01	2.960388396210100e+01	2.960388396210193e+01	2.960388396210609e+01	5.3111e-09	3	1.1939e-08	4	4.8258e-09
44	5632	1.6309e+00	5.21e+00	2.960388396210100e+01	2.960388396210100e+01	2.960388396210134e+01	2.960388396210261e+01	2.8963e-09	3	8.2999e-09	4	3.0778e-09
45	5760	1.4239e+00	5.91e+00	2.960388396210096e+01	2.960388396210096e+01	2.960388396210109e+01	2.960388396210149e+01	1.7504e-09	3	4.8180e-09	4	2.0389e-09
46	5888	1.2711e+00	5.09e+00	2.960388396210093e+01	2.960388396210093e+01	2.960388396210101e+01	2.960388396210120e+01	1.2231e-09	3	3.6748e-09	4	1.3393e-09
47	6016	1.2037e+00	6.12e+00	2.960388396210093e+01	2.960388396210094e+01	2.960388396210099e+01	2.960388396210107e+01	7.2081e-10	3	2.9781e-09	4	9.6143e-10
48	6144	1.1579e+00	5.48e+00	2.960388396210092e+01	2.960388396210092e+01	2.960388396210098e+01	2.960388396210104e+01	6.6869e-10	3	2.2953e-09	4	7.7081e-10
49	6272	1.1595e+00	5.04e+00	2.960388396210092e+01	2.960388396210092e+01	2.960388396210098e+01	2.960388396210107e+01	5.9000e-10	3	2.2220e-09	4	8.6592e-10
50	6400	1.2122e+00	5.84e+00	2.960388396210092e+01	2.960388396210094e+01	2.960388396210099e+01	2.960388396210104e+01	5.1208e-10	3	2.3839e-09	4	8.3441e-10
51	6528	1.1327e+00	7.75e+00	2.960388396210092e+01	2.960388396210093e+01	2.960388396210098e+01	2.960388396210104e+01	3.9486e-10	3	2.2769e-09	4	8.0389e-10
